Data;id_producto;País;PBI;id;id2;Variante Shopify;Dashboard PBI;Tipo Link
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;9;Departamento: Quetzaltenango;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:9, url:""https://app.powerbi.com/view?r=eyJrIjoiMGZjOWM2YzgtOWI4My00Yzk5LTgzZTItNGExYTc1YWFlOGRiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Quetzaltenango""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;10;Departamento: Suchitepéquez;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:10, url:""https://app.powerbi.com/view?r=eyJrIjoiMThhM2I3ZTUtNjczMy00NjYwLWJiZGYtZGY2ODFmYjRlMTRiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Suchitepéquez""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;11;Departamento: Retalhuleu;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:11, url:""https://app.powerbi.com/view?r=eyJrIjoiZjY0OTJhMWItOGY2YS00ZDFkLTg3NzItMDdjOGVlYWM3OWZjIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Retalhuleu""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;12;Departamento: San Marcos;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:12, url:""https://app.powerbi.com/view?r=eyJrIjoiMmU1YjgxZjItNmZlOS00MjExLWJmMmItOWZhNGYyNTViNmJlIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: San Marcos""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;13;Departamento: Huehuetenango;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:13, url:""https://app.powerbi.com/view?r=eyJrIjoiMTIwOWJkYjktYzFiMy00ODA5LTk2MTUtNjgwMDJhZTk0NDdhIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Huehuetenango""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;14;Departamento: Quiché;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:14, url:""https://app.powerbi.com/view?r=eyJrIjoiMzJlMmIzMDctZDM0My00MDEyLThjZjMtNDY1ZjEzOTA1OWI2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Quiché""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;15;Departamento: Baja Verapaz;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:15, url:""https://app.powerbi.com/view?r=eyJrIjoiNjgwYjFmMTItN2JhMC00MzhkLTg0YjQtODQ0ODU3ZjRlOGZmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Baja Verapaz""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;16;Departamento: Alta Verapaz;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:16, url:""https://app.powerbi.com/view?r=eyJrIjoiNmQ3OWUxYTUtMjdkNi00ZjIyLTllZjYtODZjMmFjYWE0MGRkIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Alta Verapaz""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;17;Departamento: Petén;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:17, url:""https://app.powerbi.com/view?r=eyJrIjoiYmY0OGNiZDctMzU0NC00MzM0LWI4OWEtMzMxYTUyM2RiMDUwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Petén""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;18;Departamento: Izabal;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:18, url:""https://app.powerbi.com/view?r=eyJrIjoiNzY0NDhjOWUtNTZlNS00NWMwLTlkMGUtNTAyMzNjNzM2NDU3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Izabal""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;19;Departamento: Zacapa;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:19, url:""https://app.powerbi.com/view?r=eyJrIjoiMTI3ZTU3MjYtYzQ3MC00ODE3LWE1OTMtYTRhOWM4YzFmMjYwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Zacapa""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;20;Departamento: Chiquimula;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:20, url:""https://app.powerbi.com/view?r=eyJrIjoiYjM2ZGQ5MjEtNDE0MC00ZWNlLTgwMmUtMjdhYWI0N2MzMzZiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Chiquimula""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;21;Departamento: Jalapa;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:21, url:""https://app.powerbi.com/view?r=eyJrIjoiMjNhYmFmYTItNmFmOC00MDc2LWJlZTctNDQ0NDA5MmJmZmJiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Jalapa""));";PBI
DATAPUEBLOS;0019-02-00026;Guatemala;SI;10;22;Departamento: Jutiapa;"dashboards.Add(new PowerBiDash(titulo:""Mapa Pueblos y  Comunidades Lingüisticas - Guatemala"", id:10, id2:22, url:""https://app.powerbi.com/view?r=eyJrIjoiMzQwMGZmMjItMDYyMC00MTExLWIyMGItZjNjYTEwMWY1MjNiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Departamento || Variante Shopify: Departamento: Jutiapa""));";PBI
DATAEMPRESA;0007-01-00029;Chile;SI;11;0;Nacional;"dashboards.Add(new PowerBiDash(titulo:""Registro de Empresas - Chile"", id:11, id2:0, url:""https://app.powerbi.com/view?r=eyJrIjoiODk5YzA0NDItZThkZS00YTcxLThhYmUtNTI0ZDkzM2VlOGRmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9&pageName=ReportSectionb34d673e4325d5408898"", comentario:""DATA: DATAEMPRESA || País: Chile || Variante: NO || Tipo Variante: Nacional || Variante Shopify: Nacional""));";PBI
DATAMUNICIPIO;0004-02-00030;Guatemala;SI;12;0;Nacional;"dashboards.Add(new PowerBiDash(titulo:""Métricas e índices para la gestión municipal - Guatemala"", id:12, id2:0, url:""https://app.powerbi.com/view?r=eyJrIjoiZTFiY2U3YmEtZTJjNS00ODJlLWFiNGUtODA4YTQ1YTg4NjAyIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9&pageName=ReportSection236dfd66237a9a97d53f"", comentario:""DATA: DATAMUNICIPIO || País: Guatemala || Variante: NO || Tipo Variante: Nacional || Variante Shopify: Nacional""));";PBI
DATARIESGO;0012-01-00032;Chile;SI;13;0;Nacional;"dashboards.Add(new PowerBiDash(titulo:""Mapa de Femicidios (2020) - Chile"", id:13, id2:0, url:""https://app.powerbi.com/view?r=eyJrIjoiNmM5MmI0MzUtMzcxYS00MzljLTkxYzQtYzk5MzJmYzU5YWU0IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9&pageName=ReportSectionda6fb149b3546bbb76b2"", comentario:""DATA: DATARIESGO || País: Chile || Variante: NO || Tipo Variante: Nacional || Variante Shopify: Nacional""));";PBI
DATADELITO;0016-01-00053;Chile;SI;16;0;Nacional;"dashboards.Add(new PowerBiDash(titulo:""Evolución Delitos de Mayor Connotación Social (2008-2020) - Chile"", id:16, id2:0, url:""https://app.powerbi.com/view?r=eyJrIjoiMjQxM2IzMWItMTE5Ni00ZTJlLTlhMTQtMzkxZDhmZDc4NTZhIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9&pageName=ReportSectionbd79f18d8c684b199c62"", comentario:""DATA: DATADELITO || País: Chile || Variante: NO || Tipo Variante: Nacional || Variante Shopify: Nacional""));";PBI
DATAPUEBLOS;0019-02-00086;Guatemala;SI;19;0;Nacional;"dashboards.Add(new PowerBiDash(titulo:""Pueblos de Guatemala"", id:19, id2:0, url:""https://app.powerbi.com/view?r=eyJrIjoiNDY4Mzc1ZWMtMzk3MS00OTQzLWJkNzMtMzM1MjJiMmQ1OGE3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9&pageName=ReportSection236dfd66237a9a97d53f"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: NO || Tipo Variante: Nacional || Variante Shopify: Nacional""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;1;Comunidad Lingüística Achí;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:1, url:""https://app.powerbi.com/view?r=eyJrIjoiODIyZjcwN2ItMDE2Ny00OTM2LThhYjItZmQ0NjY3MzA5ZDQ4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Achí""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;2;Comunidad Lingüística Akateka;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:2, url:""https://app.powerbi.com/view?r=eyJrIjoiNDMyMGVkNTgtMWVhMC00MmEwLWFiNDMtYjlhYmRlYTA5MDVlIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Akateka""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;3;Comunidad Lingüística Awakateka;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:3, url:""https://app.powerbi.com/view?r=eyJrIjoiZDhmNjMyMmItZTZkNy00MmExLWEzODItZTRkZWIzMjMwMGNjIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Awakateka""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;4;Comunidad Lingüística Chalchiteka;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:4, url:""https://app.powerbi.com/view?r=eyJrIjoiN2RiODhkODgtMTQ3ZS00ZWE1LTlkNWMtMDY1ZDQ1MDZlYjAyIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Chalchiteka""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;5;Comunidad Lingüística Ch'orti';"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:5, url:""https://app.powerbi.com/view?r=eyJrIjoiMWRlZmJmNGItMjY2OS00ODkzLTg4NzYtYzM2YTNiOTNlYmNmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Ch'orti'""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;6;Comunidad Lingüística Chuj;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:6, url:""https://app.powerbi.com/view?r=eyJrIjoiNTY3ZDgyMzMtZTQzNi00YmJhLWE0NTYtNzc1ODdkMGFkM2FmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Chuj""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;7;Comunidad Lingüística Itza';"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:7, url:""https://app.powerbi.com/view?r=eyJrIjoiOTUzMzY5NjAtMzlmMC00OTZhLWE3ZTctOWQyNGYxYmE2YTY1IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Itza'""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;8;Comunidad Lingüística Ixil;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:8, url:""https://app.powerbi.com/view?r=eyJrIjoiZGVkMjEyZjEtOTAxYS00MmI5LWJiOTEtMmI3YTQwZjNkYWI0IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Ixil""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;9;Comunidad Lingüística Jakalteko/Popti';"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:9, url:""https://app.powerbi.com/view?r=eyJrIjoiZGNlNjQ1YmEtNDE0Yi00ZDI0LThjYWItODJmNzAyNDYxODY1IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Jakalteko/Popti'""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;10;Comunidad Lingüística Kaqchiquel;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:10, url:""https://app.powerbi.com/view?r=eyJrIjoiOWNiMTBhNWUtZmNmYi00NDk3LTlkZTktOWVkNGI1YTg4ODgwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Kaqchiquel""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;11;Comunidad Lingüística K'iche';"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:11, url:""https://app.powerbi.com/view?r=eyJrIjoiNDY3NGNhMWYtY2RiMi00MjhhLTgwNDYtMDVlMDA5Yzg3NWRmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística K'iche'""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;12;Comunidad Lingüística Mam;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:12, url:""https://app.powerbi.com/view?r=eyJrIjoiMWYyY2ZkM2ItMjAxOC00MDRmLThmZDAtYjdhZWRjNWM0MjBhIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Mam""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;13;Comunidad Lingüística Mopan;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:13, url:""https://app.powerbi.com/view?r=eyJrIjoiMTliOTM2ZGEtMDY2NS00ZjdmLWI0MTUtNmFmODcxYzMwZmNiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Mopan""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;14;Comunidad Lingüística Poqomam;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:14, url:""https://app.powerbi.com/view?r=eyJrIjoiMDk1MGYxYjEtNDI1My00YWVkLWIzMWQtNTM0NmM4NDJjMjgzIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Poqomam""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;15;Comunidad Lingüística Poqomchi';"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:15, url:""https://app.powerbi.com/view?r=eyJrIjoiM2ZjY2FlYzctNjRjMC00YzFhLTkxYzEtMTkwYTA4ODVhNWQ4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Poqomchi'""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;16;Comunidad Lingüística Q'anjob'al;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:16, url:""https://app.powerbi.com/view?r=eyJrIjoiMWVlNWY2NzctZDAzYy00MzY3LTk3NmItNTI2MGY4ZWEyZGVkIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Q'anjob'al""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;17;Comunidad Lingüística Q'eqchi';"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:17, url:""https://app.powerbi.com/view?r=eyJrIjoiMGMxNzgyMWEtMzY2Ni00ODIyLWIyMWYtNmRhNWQ1ODA3ZGQ2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Q'eqchi'""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;18;Comunidad Lingüística Sakapulteka;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:18, url:""https://app.powerbi.com/view?r=eyJrIjoiZjU4NGRhNmQtZTQ0YS00ZDk4LTljYmUtZDJlZmU5MDBiZTQ5IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Sakapulteka""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;19;Comunidad Lingüística Sipakapense;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:19, url:""https://app.powerbi.com/view?r=eyJrIjoiZTRkOTAzYzEtOTliOS00NmZhLTg5ZDYtN2I5Zjc4MmIyOWJjIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Sipakapense""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;20;Comunidad Lingüística Tektiteka;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:20, url:""https://app.powerbi.com/view?r=eyJrIjoiYTk2NDlmMTctNzVkNy00YzY3LWIxYTctNzFkMWIxNGNkOTYwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Tektiteka""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;21;Comunidad Lingüística Tz'utujil;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:21, url:""https://app.powerbi.com/view?r=eyJrIjoiMjY0ODk3NjktMTJlMS00NTM4LTlmODEtZDU2NTI5ZTIxZGRiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Tz'utujil""));";PBI
DATAPUEBLOS;0019-02-00087;Guatemala;SI;20;22;Comunidad Lingüística Uspanteka;"dashboards.Add(new PowerBiDash(titulo:""Comunidad Lingüística - Guatemala"", id:20, id2:22, url:""https://app.powerbi.com/view?r=eyJrIjoiYjIwMmFkZWYtM2M0NC00Zjg5LTk3NzYtMzEwYzg1NmE1MGViIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAPUEBLOS || País: Guatemala || Variante: SI || Tipo Variante: Local || Variante Shopify: Comunidad Lingüística Uspanteka""));";PBI
DATAIMPACTO;0026-04-00089;Honduras;SI;21;0;Nacional;"dashboards.Add(new PowerBiDash(titulo:""Impactos del Huracán ETA - Honduras"", id:21, id2:0, url:""https://app.powerbi.com/view?r=eyJrIjoiYjY3NDVkZWItOWI3NC00ZDg1LWJjNjYtMDczMjFjYzM4MGJiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9&pageName=ReportSectionb287040ed44bdac900e6"", comentario:""DATA: DATAIMPACTO || País: Honduras || Variante: NO || Tipo Variante: Nacional || Variante Shopify: Nacional""));";MapStore
DATAFOREST;0028-01-00090;Chile;SI;22;1;Región de Tarapacá;"dashboards.Add(new PowerBiDash(titulo:""Estadísticas de Incendios Forestales"", id:22, id2:1, url:""https://app.powerbi.com/view?r=eyJrIjoiNjBkYmFlNjItYTRkZS00ODFmLWE0Y2EtMGJlNGQ5OWIyN2Q5IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAFOREST || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Tarapacá""));";PBI
DATAFOREST;0028-01-00090;Chile;SI;22;2;Región de Antofagasta;"dashboards.Add(new PowerBiDash(titulo:""Estadísticas de Incendios Forestales"", id:22, id2:2, url:""https://app.powerbi.com/view?r=eyJrIjoiNThlNWI0ZGQtYTFjNS00YzNkLTgxOTYtZmEzZWNmOTk1OGNiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAFOREST || País: Chile || Variante: SI || Tipo Variante: Región || Variante Shopify: Región de Antofagasta""));";PBI
